PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36282552","Effects of finger and mouse pointing on learning from online split-attention examples","Zhang S, de Koning BB, Paas F.","Br J Educ Psychol. 2023 Aug;93 Suppl 2:287-304. doi: 10.1111/bjep.12556. Epub 2022 Oct 25.","Zhang S","Br J Educ Psychol","2023","2022/10/25","","","10.1111/bjep.12556"
"29378284","Measurement of attentional reserve and mental effort for cognitive workload assessment under various task demands during dual-task walking","Shaw EP, Rietschel JC, Hendershot BD, Pruziner AL, Miller MW, Hatfield BD, Gentili RJ.","Biol Psychol. 2018 Apr;134:39-51. doi: 10.1016/j.biopsycho.2018.01.009. Epub 2018 Jan 31.","Shaw EP","Biol Psychol","2018","2018/01/30","","","10.1016/j.biopsycho.2018.01.009"
"38498062","Imposing Motion Variability for Ergonomic Human-Robot Collaboration","Zolotas M, Luo R, Bazzi S, Saha D, Mabulu K, Kloeckl K, Padır T.","IISE Trans Occup Ergon Hum Factors. 2024 Jan-Jun;12(1-2):123-134. doi: 10.1080/24725838.2024.2329114. Epub 2024 Mar 18.","Zolotas M","IISE Trans Occup Ergon Hum Factors","2024","2024/03/18","","","10.1080/24725838.2024.2329114"
"31708760","Towards a Multimodal Model of Cognitive Workload Through Synchronous Optical Brain Imaging and Eye Tracking Measures","İşbilir E, Çakır MP, Acartürk C, Tekerek AŞ.","Front Hum Neurosci. 2019 Oct 23;13:375. doi: 10.3389/fnhum.2019.00375. eCollection 2019.","İşbilir E","Front Hum Neurosci","2019","2019/11/12","PMC6820355","","10.3389/fnhum.2019.00375"
"39037945","Utilising raw psycho-physiological data and functional data analysis for estimating mental workload in human drivers","Eniyandunmo D, Shin M, Lee C, Anwar A, Kim E, Kim K, Kim YH, Lee C.","Ergonomics. 2024 Jul 22:1-17. doi: 10.1080/00140139.2024.2379949. Online ahead of print.","Eniyandunmo D","Ergonomics","2024","2024/07/22","","","10.1080/00140139.2024.2379949"
"36056165","Cognitive load affects early processes involved in mentalizing robot behaviour","Spatola N, Marchesi S, Wykowska A.","Sci Rep. 2022 Sep 2;12(1):14924. doi: 10.1038/s41598-022-19213-5.","Spatola N","Sci Rep","2022","2022/09/02","PMC9440196","","10.1038/s41598-022-19213-5"
"39016192","Research on identification of flight cadets' cognitive load based on multi-source physiological data and CGAN-DBN model","Pan T, Wang H, Si H, Li Y, Li G, Zhu Y.","Ergonomics. 2024 Jul 17:1-19. doi: 10.1080/00140139.2024.2380340. Online ahead of print.","Pan T","Ergonomics","2024","2024/07/17","","","10.1080/00140139.2024.2380340"
"33547347","Rats show direct reciprocity when interacting with multiple partners","Kettler N, Schweinfurth MK, Taborsky M.","Sci Rep. 2021 Feb 5;11(1):3228. doi: 10.1038/s41598-021-82526-4.","Kettler N","Sci Rep","2021","2021/02/06","PMC7864983","","10.1038/s41598-021-82526-4"
"29843556","Assessing workload in neuropsychology: An illustration with the Tower of Hanoi test","Hardy DJ, Wright MJ.","J Clin Exp Neuropsychol. 2018 Dec;40(10):1022-1029. doi: 10.1080/13803395.2018.1473343. Epub 2018 May 30.","Hardy DJ","J Clin Exp Neuropsychol","2018","2018/05/31","","","10.1080/13803395.2018.1473343"
"28464220","Human Factors Effecting Forensic Decision Making: Workplace Stress and Well-being","Jeanguenat AM, Dror IE.","J Forensic Sci. 2018 Jan;63(1):258-261. doi: 10.1111/1556-4029.13533. Epub 2017 May 2.","Jeanguenat AM","J Forensic Sci","2018","2017/05/03","","","10.1111/1556-4029.13533"
"28745552","Human interaction with robotic systems: performance and workload evaluations","Reinerman-Jones L, Barber DJ, Szalma JL, Hancock PA.","Ergonomics. 2017 Oct;60(10):1351-1368. doi: 10.1080/00140139.2016.1254282. Epub 2017 Jul 26.","Reinerman-Jones L","Ergonomics","2017","2017/07/27","","","10.1080/00140139.2016.1254282"
"38439990","Experiment data: Human-in-the-loop decision support in process control rooms","Amazu CW, Mietkiewicz J, Abbas AN, Briwa H, Alonso Perez A, Baldissone G, Demichela M, Fissore D, Madsen AL, Leva MC.","Data Brief. 2024 Feb 7;53:110170. doi: 10.1016/j.dib.2024.110170. eCollection 2024 Apr.","Amazu CW","Data Brief","2024","2024/03/05","PMC10909620","","10.1016/j.dib.2024.110170"
"26098119","Auditory and motor contributions to the timing of melodies under cognitive load","Maes PJ, Giacofci M, Leman M.","J Exp Psychol Hum Percept Perform. 2015 Oct;41(5):1336-52. doi: 10.1037/xhp0000085. Epub 2015 Jun 22.","Maes PJ","J Exp Psychol Hum Percept Perform","2015","2015/06/23","","","10.1037/xhp0000085"
"38235445","Sensorimotor impairments during spaceflight: Trigger mechanisms and haptic assistance","Weber B, Stelzer M.","Front Neuroergon. 2022 Aug 11;3:959894. doi: 10.3389/fnrgo.2022.959894. eCollection 2022.","Weber B","Front Neuroergon","2022","2024/01/18","PMC10790879","","10.3389/fnrgo.2022.959894"
"26406085","Mental workload prediction based on attentional resource allocation and information processing","Xiao X, Wanyan X, Zhuang D.","Biomed Mater Eng. 2015;26 Suppl 1:S871-9. doi: 10.3233/BME-151379.","Xiao X","Biomed Mater Eng","2015","2015/09/26","","","10.3233/BME-151379"
"37320910","A comparison of the psychological effects of robot motion in physical and virtual environments","Sanders NE, Xie Z, Chen KB.","Appl Ergon. 2023 Oct;112:104039. doi: 10.1016/j.apergo.2023.104039. Epub 2023 Jun 13.","Sanders NE","Appl Ergon","2023","2023/06/15","","","10.1016/j.apergo.2023.104039"
"38329983","The research of touch screen usability in civil aircraft cockpit","Wang X, Guo W, Zhong Z, Zeng R, Zhang J, Wang L.","PLoS One. 2024 Feb 8;19(2):e0292849. doi: 10.1371/journal.pone.0292849. eCollection 2024.","Wang X","PLoS One","2024","2024/02/08","PMC10852311","","10.1371/journal.pone.0292849"
"31946697","Real-Time Cognitive Workload Monitoring Based on Machine Learning Using Physiological Signals in Rescue Missions","Momeni N, Dell'Agnola F, Arza A, Atienza D.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:3779-3785. doi: 10.1109/EMBC.2019.8857501.","Momeni N","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8857501"
"26138411","Choice of Human-Computer Interaction Mode in Stroke Rehabilitation","Mousavi Hondori H, Khademi M, Dodakian L, McKenzie A, Lopes CV, Cramer SC.","Neurorehabil Neural Repair. 2016 Mar;30(3):258-65. doi: 10.1177/1545968315593805. Epub 2015 Jul 2.","Mousavi Hondori H","Neurorehabil Neural Repair","2016","2015/07/04","PMC4698231","NIHMS699124","10.1177/1545968315593805"
"35090494","Workforce problems at rural public health-centres in India: a WISN retrospective analysis and national-level modelling study","Nair A, Jawale Y, Dubey SR, Dharmadhikari S, Zadey S.","Hum Resour Health. 2022 Jan 28;19(Suppl 1):147. doi: 10.1186/s12960-021-00687-9.","Nair A","Hum Resour Health","2022","2022/01/29","PMC8796332","","10.1186/s12960-021-00687-9"
"33179026","Feeling and thinking: can theories of human motivation explain how EHR design impacts clinician burnout?","Weir CR, Taber P, Taft T, Reese TJ, Jones B, Del Fiol G.","J Am Med Inform Assoc. 2021 Apr 23;28(5):1042-1046. doi: 10.1093/jamia/ocaa270.","Weir CR","J Am Med Inform Assoc","2021","2020/11/12","PMC8068417","","10.1093/jamia/ocaa270"
"39186837","Cardiac autonomic responses in relation to cognitive workload during simulated military flight","Koskelo J, Lehmusaho A, Laitinen TP, Hartikainen JEK, Lahtinen TMM, Leino TK, Huttunen K.","Appl Ergon. 2024 Nov;121:104370. doi: 10.1016/j.apergo.2024.104370. Epub 2024 Aug 25.","Koskelo J","Appl Ergon","2024","2024/08/26","","","10.1016/j.apergo.2024.104370"
"38533517","Mental workload assessment by monitoring brain, heart, and eye with six biomedical modalities during six cognitive tasks","Mark JA, Curtin A, Kraft AE, Ziegler MD, Ayaz H.","Front Neuroergon. 2024 Mar 12;5:1345507. doi: 10.3389/fnrgo.2024.1345507. eCollection 2024.","Mark JA","Front Neuroergon","2024","2024/03/27","PMC10963413","","10.3389/fnrgo.2024.1345507"
"31815721","Impact of occupational footwear and workload on postural stability in work safety","Chander H, Turner AJ, Swain JC, Sutton PE, McWhirter KL, Morris CE, Knight AC, Carruth DW.","Work. 2019;64(4):817-824. doi: 10.3233/WOR-193043.","Chander H","Work","2019","2019/12/10","","","10.3233/WOR-193043"
"33243336","A Multidimensional Method for Pilot Workload Assessment and Diagnosis","Wang Z, Lu Y, Fu S.","Aerosp Med Hum Perform. 2020 Dec 1;91(12):932-939. doi: 10.3357/AMHP.5592.2020.","Wang Z","Aerosp Med Hum Perform","2020","2020/11/27","","","10.3357/AMHP.5592.2020"
"33600223","Facing with Collaborative Robots: The Subjective Experience in Senior and Younger Workers","Rossato C, Pluchino P, Cellini N, Jacucci G, Spagnolli A, Gamberini L.","Cyberpsychol Behav Soc Netw. 2021 Feb 17. doi: 10.1089/cyber.2020.0180. Online ahead of print.","Rossato C","Cyberpsychol Behav Soc Netw","2021","2021/02/18","","","10.1089/cyber.2020.0180"
"36525332","Targeting Patients' Cognitive Load for Telehealth Video Visits Through Student-Delivered Helping Sessions at a United States Federally Qualified Health Center: Equity-Focused, Mixed Methods Pilot Intervention Study","Antonio MG, Williamson A, Kameswaran V, Beals A, Ankrah E, Goulet S, Wang Y, Macias G, James-Gist J, Brown LK, Davis S, Pillai S, Buis L, Dillahunt T, Veinot TC.","J Med Internet Res. 2023 Feb 1;25:e42586. doi: 10.2196/42586.","Antonio MG","J Med Internet Res","2023","2022/12/16","PMC9897309","","10.2196/42586"
"24861632","Intra-limb coordination while walking is affected by cognitive load and walking speed","Ghanavati T, Salavati M, Karimi N, Negahban H, Ebrahimi Takamjani I, Mehravar M, Hessam M.","J Biomech. 2014 Jul 18;47(10):2300-5. doi: 10.1016/j.jbiomech.2014.04.038. Epub 2014 May 9.","Ghanavati T","J Biomech","2014","2014/05/28","","","10.1016/j.jbiomech.2014.04.038"
"29451105","Human-automation interaction for multiple robot control: the effect of varying automation assistance and individual differences on operator performance","Wright JL, Chen JYC, Barnes MJ.","Ergonomics. 2018 Aug;61(8):1033-1045. doi: 10.1080/00140139.2018.1441449. Epub 2018 Apr 3.","Wright JL","Ergonomics","2018","2018/02/17","","","10.1080/00140139.2018.1441449"
"39413169","Investigating mental workload across task modalities: a multimodal analysis using pupillometry","Dhengre S, Rothrock L.","Ergonomics. 2024 Oct 16:1-14. doi: 10.1080/00140139.2024.2414203. Online ahead of print.","Dhengre S","Ergonomics","2024","2024/10/16","","","10.1080/00140139.2024.2414203"
"36253601","How to activate intuitive and reflective thinking in behavior research? A comprehensive examination of experimental techniques","Isler O, Yilmaz O.","Behav Res Methods. 2023 Oct;55(7):3679-3698. doi: 10.3758/s13428-022-01984-4. Epub 2022 Oct 17.","Isler O","Behav Res Methods","2023","2022/10/17","PMC10615944","","10.3758/s13428-022-01984-4"
"25971878","The interplay between uncertainty monitoring and working memory: Can metacognition become automatic?","Coutinho MV, Redford JS, Church BA, Zakrzewski AC, Couchman JJ, Smith JD.","Mem Cognit. 2015 Oct;43(7):990-1006. doi: 10.3758/s13421-015-0527-1.","Coutinho MV","Mem Cognit","2015","2015/05/15","PMC4721958","NIHMS750370","10.3758/s13421-015-0527-1"
"31440151","Detrended Fluctuation, Coherence, and Spectral Power Analysis of Activation Rearrangement in EEG Dynamics During Cognitive Workload","Seleznov I, Zyma I, Kiyono K, Tukaev S, Popov A, Chernykh M, Shpenkov O.","Front Hum Neurosci. 2019 Aug 8;13:270. doi: 10.3389/fnhum.2019.00270. eCollection 2019.","Seleznov I","Front Hum Neurosci","2019","2019/08/24","PMC6694837","","10.3389/fnhum.2019.00270"
"38589579","Cognitive effort detection for tele-robotic surgery via personalized pupil response modeling","Büter R, Soberanis-Mukul RD, Shankar R, Ruiz Puentes P, Ghazi A, Wu JY, Unberath M.","Int J Comput Assist Radiol Surg. 2024 Jun;19(6):1113-1120. doi: 10.1007/s11548-024-03108-z. Epub 2024 Apr 8.","Büter R","Int J Comput Assist Radiol Surg","2024","2024/04/08","","","10.1007/s11548-024-03108-z"
"38400241","Blink-Related Oscillations Provide Naturalistic Assessments of Brain Function and Cognitive Workload within Complex Real-World Multitasking Environments","Page C, Liu CC, Meltzer J, Ghosh Hajra S.","Sensors (Basel). 2024 Feb 7;24(4):1082. doi: 10.3390/s24041082.","Page C","Sensors (Basel)","2024","2024/02/24","PMC10892680","","10.3390/s24041082"
"34122240","Learning From Instructional Videos: Learner Gender Does Matter; Speaker Gender Does Not","Schrader C, Seufert T, Zander S.","Front Psychol. 2021 May 28;12:655720. doi: 10.3389/fpsyg.2021.655720. eCollection 2021.","Schrader C","Front Psychol","2021","2021/06/14","PMC8194702","","10.3389/fpsyg.2021.655720"
"31837736","Towards a common framework for defining ancillary material quality across the development spectrum","Ball O, Zylberberg C.","Cytotherapy. 2019 Dec;21(12):1234-1245. doi: 10.1016/j.jcyt.2019.10.007.","Ball O","Cytotherapy","2019","2019/12/16","","","10.1016/j.jcyt.2019.10.007"
"24184083","Using near infrared spectroscopy and heart rate variability to detect mental overload","Durantin G, Gagnon JF, Tremblay S, Dehais F.","Behav Brain Res. 2014 Feb 1;259:16-23. doi: 10.1016/j.bbr.2013.10.042. Epub 2013 Oct 31.","Durantin G","Behav Brain Res","2014","2013/11/05","","","10.1016/j.bbr.2013.10.042"
"35784188","Classification of Electrophysiological Signatures With Explainable Artificial Intelligence: The Case of Alarm Detection in Flight Simulator","Massé E, Bartheye O, Fabre L.","Front Neuroinform. 2022 Jun 16;16:904301. doi: 10.3389/fninf.2022.904301. eCollection 2022.","Massé E","Front Neuroinform","2022","2022/07/05","PMC9243447","","10.3389/fninf.2022.904301"
"32655353","Enhanced Accuracy for Multiclass Mental Workload Detection Using Long Short-Term Memory for Brain-Computer Interface","Asgher U, Khalil K, Khan MJ, Ahmad R, Butt SI, Ayaz Y, Naseer N, Nazir S.","Front Neurosci. 2020 Jun 23;14:584. doi: 10.3389/fnins.2020.00584. eCollection 2020.","Asgher U","Front Neurosci","2020","2020/07/14","PMC7324788","","10.3389/fnins.2020.00584"
"32364153","Pilots' mental workload prediction based on timeline analysis","Liu C, Wanyan X, Xiao X, Zhao J, Duan Y.","Technol Health Care. 2020;28(S1):207-216. doi: 10.3233/THC-209021.","Liu C","Technol Health Care","2020","2020/05/05","PMC7369057","","10.3233/THC-209021"
"38699569","Cognitive-motor interference during walking with modified leg mechanics: a dual-task walking study","Riedel N, Herzog M, Stein T, Deml B.","Front Psychol. 2024 Apr 18;15:1375029. doi: 10.3389/fpsyg.2024.1375029. eCollection 2024.","Riedel N","Front Psychol","2024","2024/05/03","PMC11063364","","10.3389/fpsyg.2024.1375029"
"35274577","Agent Transparency, Situation Awareness, Mental Workload, and Operator Performance: A Systematic Literature Review","van de Merwe K, Mallam S, Nazir S.","Hum Factors. 2024 Jan;66(1):180-208. doi: 10.1177/00187208221077804. Epub 2022 Mar 11.","van de Merwe K","Hum Factors","2024","2022/03/11","PMC10756021","","10.1177/00187208221077804"
"30307760","Driver Vigilance in Automated Vehicles: Effects of Demands on Hazard Detection Performance","Greenlee ET, DeLucia PR, Newton DC.","Hum Factors. 2019 May;61(3):474-487. doi: 10.1177/0018720818802095. Epub 2018 Oct 11.","Greenlee ET","Hum Factors","2019","2018/10/12","","","10.1177/0018720818802095"
"28968248","Shortest path based network analysis to characterize cognitive load states of human brain using EEG based functional brain networks","Thilaga M, Ramasamy V, Nadarajan R, Nandagopal D.","J Integr Neurosci. 2018;17(2):133-148. doi: 10.31083/JIN-170049.","Thilaga M","J Integr Neurosci","2018","2017/10/03","","","10.31083/JIN-170049"
"34478319","Publication Notice for the Special Section ""Measuring Cognitive Workload in Human Factors""","","Hum Factors. 2021 Sep;63(6):1126-1127. doi: 10.1177/00187208211042629. Epub 2021 Sep 3.","","Hum Factors","2021","2021/09/03","","","10.1177/00187208211042629"
"35520466","Varying levels of fidelity on psychomotor skill attainment: a CORTRAK product assessment","Gonzalez L, Bourgault AM, Aguirre L.","BMJ Simul Technol Enhanc Learn. 2018 Jul 9;4(3):141-145. doi: 10.1136/bmjstel-2017-000265. eCollection 2018.","Gonzalez L","BMJ Simul Technol Enhanc Learn","2018","2022/05/06","PMC8936811","","10.1136/bmjstel-2017-000265"
"25402345","A simple ERP method for quantitative analysis of cognitive workload in myoelectric prosthesis control and human-machine interaction","Deeny S, Chicoine C, Hargrove L, Parrish T, Jayaraman A.","PLoS One. 2014 Nov 17;9(11):e112091. doi: 10.1371/journal.pone.0112091. eCollection 2014.","Deeny S","PLoS One","2014","2014/11/18","PMC4234315","","10.1371/journal.pone.0112091"
"33253219","Predicting takeover response to silent automated vehicle failures","Mole C, Pekkanen J, Sheppard W, Louw T, Romano R, Merat N, Markkula G, Wilkie R.","PLoS One. 2020 Nov 30;15(11):e0242825. doi: 10.1371/journal.pone.0242825. eCollection 2020.","Mole C","PLoS One","2020","2020/11/30","PMC7703974","","10.1371/journal.pone.0242825"
"36275007","Cognitive tasks propagate the neural entrainment in response to a visual 40 Hz stimulation in humans","Khachatryan E, Wittevrongel B, Reinartz M, Dauwe I, Carrette E, Meurs A, Van Roost D, Boon P, Van Hulle MM.","Front Aging Neurosci. 2022 Oct 6;14:1010765. doi: 10.3389/fnagi.2022.1010765. eCollection 2022.","Khachatryan E","Front Aging Neurosci","2022","2022/10/24","PMC9582357","","10.3389/fnagi.2022.1010765"
